tier,leagueId,queue,name,summonerId,summonerName,leaguePoints,rank,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,puuid,profileIconId,revisionDate,summonerLevel
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,4LB2__XaLaLVOHBzOKnAoXFSOPIWfNUL3xFVnUlnL-5zgnE,skuzhiwanjiaOwO,505,I,124,98,False,False,True,False,KshQnc2ywar2J0sf_rBluwxON3U9boZVblxcttXqI5Tueuc,D1rlT0Q_mlMKJD4i4m6DTNie1W4Xq3LxjmG1QH1L0fwJFyYEegKm2_pX33FJ358IUqex1IMSI7VPyw,5227,1643092070802,362
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,VTbldTXFdpSDRXjNPyhe0oXxRAy8fr7p9iDzFbBsBpk8CuI,Gen G Quid,611,I,191,178,True,False,False,False,pY3o848Clp71glGkNUelG4CZx2Ecl5KTKD-O4c5JdloTPaVSZLwdYCwE,Wx7PD1vHN_Yxx28kpxO24rqCQqSYAU5d_4C_4-feYnAGgcjt_CAXcmsr-sbUL0-N8nIRP1DPLPkixw,5248,1643642187000,670
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,iveRdsb6oeX_NcXXZYrwnfEmN33mphM8CTFNHEr4-o26gbM,Yaoyao1013,644,I,105,91,False,False,False,False,c3nERBFgpl8Yc4q_H9HahY1r14MTK7AFNXXwYgqmNl4mfVOKwAjewzOO,ohn9V0iBmXnr241I4oXA3bUbuMTHaQWrgrQAmoyZEMgJUHKqY25bgYHAJ7_nRU3hXakz1EWCMSqRXw,7,1643006521000,226
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,jj0cfuyr-gvv_fxDoiJjvZKtpMZio-cXITirF0jQJBnJUlQ,눈이 불타요,578,I,139,123,False,False,False,False,Xk6p8Dc6Gi5Rvn1UZgGbIplqQgTUc08IwPLhN2E152OaIG2Dbg4KWXEp,IHjZtDYq9KZYZI1TrXeLkw32G-TAYakwI60EgdZHUBb0p__7EvgZ9MFFZy_k_GtkwybGFk_L6dZSBQ,4631,1643529151000,389
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,qAdqjIFrxG2YNfAAUFWH-4vxlgqszauz63fb1XhWwx8jPizrrSFXkZC0Dg,0o0OoO,885,I,110,91,False,False,False,False,8bYmn6lXCCIf0tQtifT3nDJr-uyQ_ybBmF7PWx-Fq0bcdFYf1Jx50Xjr,oUh_eGZcm0aKx0uRIWEE1kJjFJ9_M0YrilIREkppAz0r4eBrToAdrb55G-8g3jOHnV1-GDp8TIcjSA,3495,1643064395000,59
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,ByP7GyoWPNlqOGcPxa9OExbIPGh7WmNhTSMwz8YEGe0j54yzc_rZ4LgQlQ,꽃바다인질,521,I,66,36,False,False,False,False,kNchuspm8RKnQylcXDjJc8rfuVNlRHlvj2q45mvFFymlwQH8X3IRuo3f,M8fmdaUUFVlnRnPPQkVr_U6wFlLI3vHZ9f2HxnePb-O7B4vxppXlG5Az2L-N-VegnxqkdcjwGzhoMw,7,1643183596000,87
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,kdD26lftcteTq8WgcGs1GZ5ZsiYJ6Halx-YNqOazLszEyd68,zhang lang e ba,598,I,147,141,True,False,False,False,DMjHZZBWNLraXxLayTfshOtRjQbQr0dLNnaCLKAqHmdcC116FYdO6CB8,0VU1ROG-hGxOX3dvmKU0gLdFKCjRu-qilaexM6SZQ4A0cMrYUr5ze3HuAOhnCSJN72sl6ssDCgWLQQ,4631,1643147747000,142
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,GDiMX3SfBbZRE5KRB2Gnal5DN-kTu7hWXJgh1Hc341G0hemmwV4WZ7OCvA,박흥호,519,I,110,92,False,False,False,False,dRXPbaqjnTmYYqj2HajVS4rD8PFHMmH5GgIhYcyMoWnJ7Em40m_moO5V,hwwQ2ig0B_zNQa38ocbmdEyV5P5INB21g-AyCRFcVWD_L_TAI3jmkARMLM0vz3r3J5p6HXoOt0vlqg,7,1643512129000,156
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,kGKVr6q3ujKSGZwkpoCU5Ed9AZ0mT7-Ub-iD0nreq3NYpMWc2XxbdZnijg,땅에 묻히다,573,I,75,56,False,False,False,False,gYJBAd_raz3e_nhkkFzlFoFC-cWp_woZrlYZf3bdK4Qxj2L2d23qSCrT,SigXu5uez2ux78bIxHgfMsBjkj2m0ZfCwdT-sTiu9_7ois9EKot0NH4uNPcU5KgUcOW4-Ph-pkoN3w,5212,1642811967000,94
CHALLENGER,05fb99f4-e149-3133-a78e-821597582f9d,RANKED_SOLO_5x5,Rengar's Swashbucklers,vv2AfdJ0K9p_HvYBWRYV9zp-j2WWPfQtVlh-WL9yIytGDUPAygRq_7vVcg,megaomegao,601,I,124,104,False,False,True,False,90_kKpIxoIi60m9NPOcr_QRqHuez4r52pD438iBlC9cNUBiwGacFUm6b,U76ZFnTvdxxEIT7fV86DC4QZMo-5CPcJ1DobmGxwaTjnZQ7savVlnfVB5F2JtUiZRmvl9_KETCQsHQ,5182,1643288209000,63
